ward,poi,fclass,distance_m,population,flow_score
Kujekwa,park_12195280,park,70987.95564702398,4980.6083984375,4.114477148754493
Kujekwa,Ambassade de Suisse,embassy,71475.9266438346,4980.6083984375,3.918522488427935
Kujekwa,Nigeria National Merit Award,public_building,71654.98853278774,4980.6083984375,3.8489811527914606
Kujekwa,National Universities Commission,public_building,71654.98853278774,4980.6083984375,3.8489811527914606
Kujekwa,Chinese Economic Consulate,embassy,71923.98163492778,4980.6083984375,3.746826321632522
Kujekwa,DIFF Hospital,hospital,72252.501733226,4980.6083984375,3.625735475770858
Kujekwa,Embassy of Iran,embassy,71586.00195925981,4980.6083984375,3.8756257552419915
Kujekwa,Embassy of Lebanon,embassy,71453.37634496394,4980.6083984375,3.9273688444022765
Kujekwa,Embassy of the Republic of Korea in Abuja,embassy,71996.21434855569,4980.6083984375,3.7198594899844113
Kujekwa,park_12195290,park,71390.5410401668,4980.6083984375,3.952124280558954
Kujekwa,embassy_793899711,embassy,72070.11211972429,4980.6083984375,3.692471876261602
Kujekwa,Druz Resort,park,71390.5410401668,4980.6083984375,3.952124280558954
Kujekwa,Pyakasa Government Science Secondary School,school,72146.81903462727,4980.6083984375,3.6642564180483075
Kujekwa,FCT Farmers Market,market_place,72284.47042692319,4980.6083984375,3.6141629808188678
Kujekwa,FCT Farmers Market,market_place,72284.47042692319,4980.6083984375,3.6141629808188678
Kujekwa,Embassy of Venezuela,embassy,72284.47042692319,4980.6083984375,3.6141629808188678
Kujekwa,Maitama Amusement Park,park,72012.48187415751,4980.6083984375,3.713813118344223
Kujekwa,library_899488909,library,72311.04969602278,4980.6083984375,3.604569554735635
Kujekwa,The Springhall School,school,73504.3839287912,4980.6083984375,3.19909813745603
Kujekwa,The Springhall School,school,73504.3839287912,4980.6083984375,3.19909813745603
Kujekwa,Embassy of the United Arab Emirates in Abuja,embassy,73710.03394945762,4980.6083984375,3.1339805443078124
Kujekwa,Residence of the U.S. Ambassador,embassy,72748.86677939347,4980.6083984375,3.4501601593934543
Kujekwa,Residence of the British High Commissioner,embassy,72823.46606640129,4980.6083984375,3.4245179739523324
Kujekwa,The Centagon International School,school,73099.4645659813,4980.6083984375,3.331294190615372
Kujekwa,High Commission of India,embassy,73202.77033091297,4980.6083984375,3.2970571498255525
Kujekwa,Embassy of the Republic of Benin,embassy,73593.71913733837,4980.6083984375,3.1706462047195934
Kujekwa,Embassy of Tunisia,embassy,73703.58941259564,4980.6083984375,3.1360009005651563
Kujekwa,Landmark Plaza,mall,73169.08638904685,4980.6083984375,3.3081816633169434
Kujekwa,Landmark Plaza,mall,73163.59820326234,4980.6083984375,3.309997753181006
Kujekwa,Embassy of Portugal,embassy,73369.77323717254,4980.6083984375,3.2424525625460014
Kujekwa,Embassy of Indonesia,embassy,73461.92642976459,4980.6083984375,3.2127095830114594
Kujekwa,embassy_902610366,embassy,74149.07351458246,4980.6083984375,2.9993631399820364
Kujekwa,Embassy of the Federal Republic of Germany in Abuja,embassy,73672.68063925025,4980.6083984375,3.14570889004334
Kujekwa,Abuja Clinics Nigeria,hospital,73816.91741876176,4980.6083984375,3.1006618510489554
Kujekwa,Embassy of the Philippines,embassy,73853.19760986386,4980.6083984375,3.0894329722092557
Kujekwa,Embassy of the Republic of Poland,embassy,74312.43230917571,4980.6083984375,2.9507639413620366
Kujekwa,High Commission of Botswana in Abuja,embassy,73931.48268256095,4980.6083984375,3.0653417459338845
Kujekwa,Embassy of Hungary,embassy,74197.95807204292,4980.6083984375,2.9847366655697463
Kujekwa,Park 'N' Shop,mall,70531.91868637253,4980.6083984375,4.3064567329554775
Kujekwa,Migration Health Assessment Center - Abuja,hospital,71162.0709261698,4980.6083984375,4.043457886143708
Kujekwa,TEENEE TODDS DAY NURSERY,school,74036.30498087186,4980.6083984375,3.0333779478547322
Kujekwa,Kubwa General Hospital,hospital,82504.42444634812,4980.6083984375,1.3006509712916299
Kujekwa,park_539327740,park,82169.38611908875,4980.6083984375,1.3449659799397524
Kujekwa,Veritas University Abuja,university,99387.71604888029,4980.6083984375,0.24039682730605685
Kujekwa,pitch_563948803,pitch,65564.57063740026,4980.6083984375,7.077001260300733
Kujekwa,Stella Maris Football Pitch,pitch,68774.11797315582,4980.6083984375,5.134053656500736
Kujekwa,pitch_674658120,pitch,62089.03928117319,4980.6083984375,10.018199639340281
Kujekwa,pitch_674658116,pitch,62089.03928117319,4980.6083984375,10.018199639340281
Kujekwa,pitch_1320040590,pitch,66926.06268630509,4980.6083984375,6.176186824137323
Kujekwa,pitch_1087154450,pitch,72218.30216934944,4980.6083984375,3.63815656064894
Kujekwa,pitch_634881009,pitch,63519.171512194356,4980.6083984375,8.683200480799714
Kujekwa,pitch_499970216,pitch,74059.1625949034,4980.6083984375,3.0264522878389015
Kujekwa,pitch_1242528088,pitch,58005.76104652489,4980.6083984375,15.070379974146165
Kujekwa,pitch_674658118,pitch,62089.03928117319,4980.6083984375,10.018199639340281
Kujekwa,pitch_421795425,pitch,65734.76821560872,4980.6083984375,6.9575716274062005
Kujekwa,pitch_674658107,pitch,62089.03928117319,4980.6083984375,10.018199639340281
Kujekwa,pitch_674658140,pitch,63209.29431355689,4980.6083984375,8.95648543574855
Kujekwa,pitch_886275258,pitch,62651.70784865927,4980.6083984375,9.470072340221611
Kujekwa,pitch_897206062,pitch,70206.8562110211,4980.6083984375,4.4487435580959716
Kujekwa,pitch_564086181,pitch,70229.21028013488,4980.6083984375,4.438809913005276
Kujekwa,pitch_674658136,pitch,62187.123311970856,4980.6083984375,9.92041742674665
Kujekwa,pitch_688023838,pitch,67863.33436136071,4980.6083984375,5.6236104967854175
Kujekwa,pitch_674658139,pitch,63209.29431355689,4980.6083984375,8.95648543574855
Kujekwa,pitch_793899698,pitch,66817.55982054489,4980.6083984375,6.243565096881873
Kujekwa,pitch_674658121,pitch,62089.03928117319,4980.6083984375,10.018199639340281
Kujekwa,pitch_674658126,pitch,62089.03928117319,4980.6083984375,10.018199639340281
Kujekwa,pitch_674658088,pitch,62187.123311970856,4980.6083984375,9.92041742674665
Kujekwa,pitch_674658125,pitch,62089.03928117319,4980.6083984375,10.018199639340281
Kujekwa,pitch_1087155722,pitch,71124.18187718258,4980.6083984375,4.0588072237638855
Kujekwa,pitch_1242528087,pitch,57898.90440030253,4980.6083984375,15.232280466937109
Kujekwa,pitch_1004291981,pitch,77082.5952766798,4980.6083984375,2.236803422736893
Kujekwa,pitch_999889093,pitch,70732.42204752994,4980.6083984375,4.220970703678549
Kujekwa,pitch_999889094,pitch,70732.42204752994,4980.6083984375,4.220970703678549
Kujekwa,pitch_1101544595,pitch,65279.642264731236,4980.6083984375,7.28154528745975
Kujekwa,pitch_674658124,pitch,62089.03928117319,4980.6083984375,10.018199639340281
Kujekwa,pitch_895642067,pitch,74423.19063841931,4980.6083984375,2.9182620977037836
Kujekwa,pitch_887859754,pitch,62900.908310174964,4980.6083984375,9.236993924732198
Kujekwa,pitch_674658131,pitch,63209.29431355689,4980.6083984375,8.95648543574855
Kujekwa,pitch_688023839,pitch,67863.33436136071,4980.6083984375,5.6236104967854175
Kujekwa,pitch_564052809,pitch,71656.01462375728,4980.6083984375,3.848586232572732
Kujekwa,pitch_421795427,pitch,65734.76821560872,4980.6083984375,6.9575716274062005
Kujekwa,pitch_914231300,pitch,65492.5085989493,4980.6083984375,7.12818376829799
Kujekwa,pitch_1320040376,pitch,66926.06268630509,4980.6083984375,6.176186824137323
Kujekwa,pitch_1154804436,pitch,59936.362774702095,4980.6083984375,12.424508991902083
Kujekwa,pitch_674658114,pitch,62089.03928117319,4980.6083984375,10.018199639340281
Kujekwa,pitch_421795423,pitch,65734.76821560872,4980.6083984375,6.9575716274062005
Kujekwa,Multifunctional Pitch,pitch,56300.133574529485,4980.6083984375,17.87304967372055
Kujekwa,pitch_263616198,pitch,69437.14459700767,4980.6083984375,4.804691667251551
Kujekwa,pitch_674658117,pitch,62089.03928117319,4980.6083984375,10.018199639340281
Kujekwa,pitch_1091018722,pitch,72865.20694152472,4980.6083984375,3.4102535274762036
Kujekwa,pitch_793911112,pitch,66354.3474682376,4980.6083984375,6.539577651444456
Kujekwa,pitch_886655690,pitch,63317.160764708206,4980.6083984375,8.860394188661413
Kujekwa,pitch_674658108,pitch,62089.03928117319,4980.6083984375,10.018199639340281
Kujekwa,pitch_993486534,pitch,57228.76414336585,4980.6083984375,16.28803707499952
Karshi 1,University of Abuja,university,55084.69972776187,7521.986328125,30.481366078646996
Karshi 1,University of Abuja Teaching Hospital,hospital,58882.96020581814,7521.986328125,20.84865631536176
Karshi 1,Kuje Stadium,stadium,36920.84798780464,7521.986328125,187.44785923596794
Karshi 1,Talek Hospital,hospital,42046.89151882054,7521.986328125,112.2688419511171
Karshi 1,park_813356568,park,83243.19694360922,7521.986328125,1.8244267481390128
Karshi 1,park_813356569,park,83243.19694360922,7521.986328125,1.8244267481390128
Karshi 1,park_808298029,park,113571.10970532107,7521.986328125,0.08790263925491681
Karshi 1,park_843331799,park,74009.89924531568,7521.986328125,4.593285654755865
Karshi 1,park_843331763,park,73829.32732116168,7521.986328125,4.67698087383874
Karshi 1,park_843331796,park,73983.97327884694,7521.986328125,4.605209642108358
Karshi 1,park_843331795,park,73983.97327884694,7521.986328125,4.605209642108358
Karshi 1,park_843331774,park,73894.7739122942,7521.986328125,4.646471573724
Karshi 1,park_843331830,park,73991.82235057991,7521.986328125,4.601596398241746
Karshi 1,park_843331790,park,73889.88775010023,7521.986328125,4.648742469851048
Karshi 1,park_843331798,park,74046.96558770382,7521.986328125,4.576291539820474
Karshi 1,Secondary School  Sheretti,school,43278.88130079757,7521.986328125,99.25550572850645
Karshi 1,Customary Court Kabusa,courthouse,43970.589677401316,7521.986328125,92.62198696583063
Karshi 1,Kabusa Area Court,courthouse,43351.12879794744,7521.986328125,98.54099373489107
Karshi 1,Kabusa Community Secondary School,school,44540.34088895044,7521.986328125,87.49235626256808
Karshi 1,Waru Health Centre,clinic,43038.27031520904,7521.986328125,101.67266537860579
Karshi 1,Waru Health Centre,clinic,43179.90374926161,7521.986328125,100.2427903124156
Karshi 1,Waru Health Centre,clinic,43179.90374926161,7521.986328125,100.2427903124156
Karshi 1,Novare Apo,mall,49359.56446105621,7521.986328125,54.03484278987009
Karshi 1,CedarCrest Abuja Hospital,hospital,51016.29082302443,7521.986328125,45.78499599753992
Karshi 1,school_543230327,school,49522.37968926919,7521.986328125,53.16219654596018
Karshi 1,Government Secondary School,school,48675.3891237249,7521.986328125,57.86117512093769
Karshi 1,Sahad Hospitals,hospital,49292.09386968051,7521.986328125,54.40065174928393
Karshi 1,Victory Academy,school,44281.91332627185,7521.986328125,89.78286900726994
Karshi 1,school_1156364262,school,44013.80490714518,7521.986328125,92.22258256047296
Karshi 1,Chief Palace Kabusa,community_centre,44211.356290600044,7521.986328125,90.41859040994201
Karshi 1,Eternal Love School,school,44984.7556713622,7521.986328125,83.68920145580196
Karshi 1,Faplins Estate Mall,mall,47609.29405042687,7521.986328125,64.37054266303726
Karshi 1,Sunflower Mall,mall,48006.66071878713,7521.986328125,61.86282597211529
Karshi 1,Prince Ebeano Supermarket,supermarket,47714.34334036944,7521.986328125,63.69787403705184
Karshi 1,"Faithful International Academy, Creche, Nursery & Primary",school,47051.12237882725,7521.986328125,68.06569103998085
Karshi 1,Excel Christabel Nursery and Primary School,school,47051.12237882725,7521.986328125,68.06569103998085
Karshi 1,Gudu Market,market_place,49938.69436172236,7521.986328125,50.99441338590145
Karshi 1,MKK Plaza,mall,49985.184464580634,7521.986328125,50.757890059243834
Karshi 1,Prixair Supermarket,supermarket,50324.087967530744,7521.986328125,49.06651000018084
Karshi 1,Kaura Modern Market,market_place,51645.46662858157,7521.986328125,42.993066503401366
Karshi 1,Anglican Girls Grammar School,school,51220.47650449391,7521.986328125,44.85961159940928
Karshi 1,Dabo Mall,mall,54470.42609035166,7521.986328125,32.41245985855671
Karshi 1,Embassy of Burundi,embassy,56302.13146969426,7521.986328125,26.98746164089061
Karshi 1,Embassy of Norway,embassy,56454.445303163164,7521.986328125,26.57951991217955
Karshi 1,Embassy of Finland,embassy,56516.76429732138,7521.986328125,26.414394075777476
Karshi 1,Barbieplace Supermarket,supermarket,51311.841628286056,7521.986328125,44.45161786075811
Karshi 1,Lasad super market,supermarket,52469.92720005068,7521.986328125,39.59064295950707
Karshi 1,Garki Market,market_place,54730.315120027844,7521.986328125,31.580947433578643
Karshi 1,High commission of Jamaica,embassy,56147.37284601061,7521.986328125,27.40836439892823
Karshi 1,Embassy of Sweden,embassy,56732.37459685496,7521.986328125,25.850968379911397
Karshi 1,sports_centre_12213103,sports_centre,55396.05732801693,7521.986328125,29.54692828320024
Karshi 1,Dummec Plaza,mall,54979.220685893735,7521.986328125,30.80458223736399
Karshi 1,Embassy of Burkina Faso,embassy,54822.78644587597,7521.986328125,31.290260308073464
Karshi 1,Embassy of Palestine,embassy,53723.99261147275,7521.986328125,34.92441868356508
Karshi 1,Abuja Shopping Complex,mall,54159.18059767164,7521.986328125,33.4371468022269
Karshi 1,Garki Hospital,hospital,54602.06326013052,7521.986328125,31.988587399784887
Karshi 1,hospital_1328909774,hospital,54602.06326013052,7521.986328125,31.988587399784887
Karshi 1,Dara Medical Clinic,hospital,55010.94793901624,7521.986328125,30.707002638053066
Karshi 1,Children Development Park,park,55040.4707311143,7521.986328125,30.616480681363416
Karshi 1,Embassy of Egypt,embassy,54723.90426829428,7521.986328125,31.601200001855844
Karshi 1,Embassy of Cuba,embassy,54723.90426829428,7521.986328125,31.601200001855844
Karshi 1,United Nations House Abuja,embassy,54822.78644587597,7521.986328125,31.290260308073464
Karshi 1,Embassy of Iraq,embassy,54857.57133780286,7521.986328125,31.181606560756464
Karshi 1,Embassy of Sudan in Abuja,embassy,54857.57133780286,7521.986328125,31.181606560756464
Karshi 1,Embassy of Ethiopia in Abuja,embassy,55127.84065090011,7521.986328125,30.350149894407814
Karshi 1,Embassy of Guinea in Abuja,embassy,54320.91437923761,7521.986328125,32.900704914675934
Karshi 1,Embassy of North Korea,embassy,54328.57992875229,7521.986328125,32.87549438028129
Karshi 1,High Commission of Zambia in Abuja,embassy,55841.73812743876,7521.986328125,28.258992024563973
Karshi 1,Embassy of Romania,embassy,58116.157555741556,7521.986328125,22.510227598651987
Karshi 1,Legends Supermarket,supermarket,56619.33512974485,7521.986328125,26.144844197937562
Karshi 1,High Commission of Kenya in Abuja,embassy,54857.57133780286,7521.986328125,31.181606560756464
Karshi 1,Embassy of Liberia in Abuja,embassy,54550.640536576866,7521.986328125,32.15350509089069
Karshi 1,Moshood Abiola National Stadium,stadium,53180.46062460256,7521.986328125,36.87520813500933
Karshi 1,Embassy of Benin,embassy,55383.45489004834,7521.986328125,29.584188089573914
Karshi 1,Embassy of Turkey,embassy,55225.859749808464,7521.986328125,30.05411369026438
Karshi 1,sports_centre_13989834,sports_centre,53384.391667412914,7521.986328125,36.13082411817681
Karshi 1,Zalika Garden,park,55084.6000065596,7521.986328125,30.481670044009817
Karshi 1,post_office_211555491,post_office,55615.030987766186,7521.986328125,28.906960754289877
Karshi 1,Embassy of Niger,embassy,56148.3069899998,7521.986328125,27.40580418262494
Karshi 1,Embassy of China,embassy,56080.45315818904,7521.986328125,27.592395395919905
Karshi 1,British High Commission,embassy,55909.941731405444,7521.986328125,28.066911289020123
Karshi 1,Embassy of Brazil,embassy,55650.023139388155,7521.986328125,28.805985848418576
Karshi 1,High Commission of Sierra Leone,embassy,55378.806051706364,7521.986328125,29.597944497682754
Karshi 1,Embassy of Angola,embassy,55650.023139388155,7521.986328125,28.805985848418576
Karshi 1,Embassy of Argentina,embassy,58870.21291811663,7521.986328125,20.875249643425104
Karshi 1,Embassy of the Czech Republic in Abuja,embassy,58173.516004297286,7521.986328125,22.38148201081771
Karshi 1,ECOWAS Secretariat,embassy,58614.464571198594,7521.986328125,21.416016235596445
Karshi 1,National Hospital Abuja,hospital,54342.31720414012,7521.986328125,32.830363414222774
Karshi 1,Embassy of the United States,embassy,56478.84893295307,7521.986328125,26.514735316901834
Karshi 1,High Commission of Pakistan in Abuja,embassy,54743.1802633618,7521.986328125,31.540344215954143
Karshi 1,Trademore Market,market_place,40265.65115758974,7521.986328125,134.15829459167554
Karshi 1,NAFOWA Mini Market,market_place,46613.773823806194,7521.986328125,71.10858955904891
Karshi 1,Nigerian Air Force (NAF) Hospital,hospital,48559.77457577452,7521.986328125,58.53401649935593
Karshi 1,Air Force Girls Comprehensive School,school,48243.01259733557,7521.986328125,60.41783010006882
Karshi 1,Junior Secondary School Galadimawa,school,46706.822622719046,7521.986328125,70.45000146725879
Karshi 1,Premiere Academy (School Number 1),school,46172.126352785664,7521.986328125,74.31946427805721
Karshi 1,Nabel International College,school,46791.027198645636,7521.986328125,69.85927081911824
Karshi 1,Faith Field Academy,school,46999.31281110701,7521.986328125,68.41925154289305
Karshi 1,Customary Court Galadimawa,courthouse,47063.859130454715,7521.986328125,67.97905264616566
Karshi 1,courthouse_927088399,courthouse,47063.859130454715,7521.986328125,67.97905264616566
Karshi 1,Destiny Christian Academy,school,46929.36289033482,7521.986328125,68.899521449164
Karshi 1,Novare Gateway,mall,49221.336478331476,7521.986328125,54.78694160127513
Karshi 1,Amac Primary Health Care Galadimawa,clinic,46767.21805118498,7521.986328125,70.0257979519472
Karshi 1,Green Access Pharmacy Ltd.,pharmacy,47270.887171808085,7521.986328125,66.58616373676456
Karshi 1,community_centre_1005847354,community_centre,46906.00069414494,7521.986328125,69.06067403353056
Karshi 1,Chief Palace Galadimawa,community_centre,46876.87935031313,7521.986328125,69.26208111681886
Karshi 1,LEA Primary School Galadimawa,school,46825.69070644517,7521.986328125,69.61753329680337
Karshi 1,African univeristy of science and technology,school,47056.64851963464,7521.986328125,68.02808737181215
Karshi 1,Africa University of Science and Technology,university,46945.86165117081,7521.986328125,68.78593950038905
Karshi 1,Baze university,university,50786.99542720977,7521.986328125,46.84695344534651
Karshi 1,Baze university,university,50199.50891921109,7521.986328125,49.681599319196
Karshi 1,"LEA Primary, Junior and Senior Secondary School Kuchigoro",school,49597.65188711029,7521.986328125,52.76353529608809
Karshi 1,"FEDERAL MEDICAL CENTER, JABI",hospital,49831.34524253584,7521.986328125,51.54478271980994
Karshi 1,Chief Palace Kuchingoro,community_centre,49790.887724162574,7521.986328125,51.753742533956256
Karshi 1,ECWA Bethel School,school,49921.85736228937,7521.986328125,51.08034499805291
Karshi 1,Women Center Kuchigoro,community_centre,49973.021611106735,7521.986328125,50.819663696756976
Karshi 1,MJ Salasi International School,school,50381.53522802831,7521.986328125,48.78544443731631
Karshi 1,National Open University of Nigeria,university,50253.510285071454,7521.986328125,49.414034989237166
Karshi 1,International Community School,school,54470.65635193033,7521.986328125,32.411713532731696
Karshi 1,Nizamiye Hospital,hospital,56472.42151288864,7521.986328125,26.531782929101073
Karshi 1,Art & Craft Market,market_place,55916.90638103264,7521.986328125,28.047370474231865
Karshi 1,park_472382164,park,55559.203071795746,7521.986328125,29.068793611113872
Karshi 1,park_498323521,park,55819.33759281087,7521.986328125,28.322364630016192
Karshi 1,park_498323520,park,56461.823294159825,7521.986328125,26.559916798787725
Karshi 1,Arewa Specialist Hospital,hospital,56090.816542688415,7521.986328125,27.563815147608278
Karshi 1,Windsor Locks School,school,56500.474892773316,7521.986328125,26.457456614510416
Karshi 1,Hilltop Park,park,57540.811556800734,7521.986328125,23.84332647387651
Karshi 1,mall_424362497,mall,57749.53007662149,7521.986328125,23.35082963245075
Karshi 1,Gwarinpa General Hospital,hospital,57319.44808646633,7521.986328125,24.377015796227344
Karshi 1,Bakan Gizo Pharmacy & Stores,supermarket,57842.98664990911,7521.986328125,23.133617357074975
Karshi 1,Peace Care Clinic,hospital,59230.3536063628,7521.986328125,20.136823639134064
Karshi 1,St Jude Women`s Clinic,hospital,59300.54534235177,7521.986328125,19.995974678222307
Karshi 1,Park 24,park,60604.0468535579,7521.986328125,17.552226993671084
Karshi 1,Big Ideas Supermarket and Pharmacy,supermarket,63467.62872140096,7521.986328125,13.18160964290237
Karshi 1,"LEA Primary and Secondary School, Galadinma",school,63772.691334400304,7521.986328125,12.785559730095969
Karshi 1,St Raphael Children`s Hospital,hospital,63965.701801949275,7521.986328125,12.541151300637168
Karshi 1,Cok Best Mall,mall,71532.48923229052,7521.986328125,5.884587225877439
Karshi 1,park_843331857,park,73761.62653580456,7521.986328125,4.708751826237133
Karshi 1,park_843331826,park,73881.2120607846,7521.986328125,4.652777324392871
Karshi 1,park_843331824,park,73761.62653580456,7521.986328125,4.708751826237133
Karshi 1,park_843331762,park,73621.39035811933,7521.986328125,4.775250749945936
Karshi 1,park_843331828,park,73835.83541256604,7521.986328125,4.673938042195126
Karshi 1,park_843331827,park,73983.97327884694,7521.986328125,4.605209642108358
Karshi 1,park_843331770,park,73781.69994287207,7521.986328125,4.699309237435457
Karshi 1,park_843331791,park,73781.69994287207,7521.986328125,4.699309237435457
Karshi 1,park_843331829,park,73835.83541256604,7521.986328125,4.673938042195126
Karshi 1,park_843331764,park,73621.39035811933,7521.986328125,4.775250749945936
Karshi 1,embassy_564467215,embassy,56148.3069899998,7521.986328125,27.40580418262494
Karshi 1,High Commission of Ghana,embassy,55867.01796760464,7521.986328125,28.187643965774125
Karshi 1,sports_centre_12218109,sports_centre,55850.372048195735,7521.986328125,28.234603964526638
Karshi 1,Sportfield,park,55850.372048195735,7521.986328125,28.234603964526638
Karshi 1,High Commission of Canada,embassy,56205.985985869964,7521.986328125,27.248185258043833
Karshi 1,H-Medix,mall,58665.59025955949,7521.986328125,21.30680479179311
Karshi 1,Asokoro District Hospital,hospital,58750.72631078428,7521.986328125,21.126177056990535
Karshi 1,"Asokor District Hospital, ASOKORO",hospital,59091.51668452392,7521.986328125,20.418346868919066
Karshi 1,High Commission of India in Abuja,embassy,55592.592556574455,7521.986328125,28.971896264578643
Karshi 1,Embassy of France,embassy,55288.12221642436,7521.986328125,29.867570699200048
Karshi 1,High Commission of South Africa in Abuja,embassy,54847.15784994213,7521.986328125,31.214094401547257
Karshi 1,RUSSIAN EMBASSY,embassy,56171.19054788962,7521.986328125,27.343161653504996
Karshi 1,Embassy of the Russian Federation,embassy,56171.19054788962,7521.986328125,27.343161653504996
Karshi 1,park_681586237,park,57239.83685888901,7521.986328125,24.571858766765725
Karshi 1,Divine Mercy Secondary School,school,57777.267071046655,7521.986328125,23.286151190063187
Karshi 1,National Defence College,college,56617.0957617859,7521.986328125,26.150699646177117
Karshi 1,Grand Square,mall,57056.68772780518,7521.986328125,25.026036643600676
Karshi 1,Ceddi Plaza,mall,57580.50172163291,7521.986328125,23.748879472924738
Karshi 1,All Saints' School,school,57955.34753472437,7521.986328125,22.87514083745141
Karshi 1,Zuma,mall,58279.226893191415,7521.986328125,22.146131522129163
Karshi 1,Intercontinental Plaza,mall,58187.34396105379,7521.986328125,22.350554382501976
Karshi 1,hospital_12167605,hospital,58075.71500966754,7521.986328125,22.601449027338397
Karshi 1,Wuse General Hospital,hospital,58075.71500966754,7521.986328125,22.601449027338397
Karshi 1,Embassy of Israel,embassy,59536.06404843488,7521.986328125,19.53053457684114
Karshi 1,sports_centre_188746993,sports_centre,58459.411353738564,7521.986328125,21.750666180838206
Karshi 1,courthouse_2838256,courthouse,58269.20674919174,7521.986328125,22.16833338625407
Karshi 1,park_12181852,park,58834.30611482322,7521.986328125,20.950340725045663
Karshi 1,Novare Central Mall,mall,57752.22634040251,7521.986328125,23.344534481538794
Karshi 1,Prince Ebeano Supermarket,supermarket,58981.23967800474,7521.986328125,20.644760401817454
Karshi 1,Central Park,park,58834.30611482322,7521.986328125,20.950340725045663
Karshi 1,Durban Street Neighbourhood Park,park,60393.711159938146,7521.986328125,17.92532299284054
Karshi 1,Febson Mall,mall,58423.69724053347,7521.986328125,21.82848563619153
Karshi 1,Wuse Shopping Plaza,mall,58448.21746511077,7521.986328125,21.77502726653929
Karshi 1,Wuse Shopping Plaza,mall,58448.21746511077,7521.986328125,21.77502726653929
Karshi 1,Wuse Shopping Plaza,mall,58464.36603394277,7521.986328125,21.73989209065172
Karshi 1,park_12234438,park,57714.00031026438,7521.986328125,23.433942145536008
Karshi 1,Berger Park Wuse,park,57809.40346044891,7521.986328125,23.21143802270266
Karshi 1,Silverbird Cinema & Shopping Centre,mall,59756.86482199556,7521.986328125,19.10402487406989
Karshi 1,Harrow Park,park,60432.63219236612,7521.986328125,17.855691379706546
Karshi 1,Chocolate Mall,mall,59784.79736140968,7521.986328125,19.05073693930768
Karshi 1,Limi Children`s Hospital,hospital,59937.21882194459,7521.986328125,18.762564586068038
Karshi 1,park_896977881,park,59827.244387782506,7521.986328125,18.970043606737654
Karshi 1,Millennium Park,park,59637.184757125025,7521.986328125,19.334035607240764
Karshi 1,Embassy of Mexico,embassy,60887.922852030955,7521.986328125,17.06096723007611
Karshi 1,Embassy of Indonesia,embassy,60877.1892451736,7521.986328125,17.07928963307591
Karshi 1,Wuse Market,market_place,58717.03382217226,7521.986328125,21.19747645023285
Karshi 1,Eden Park & Garden,park,57869.98032082071,7521.986328125,23.0712554384044
Karshi 1,Childcare and Wellness Clinic,hospital,58460.82126542898,7521.986328125,21.74759974516118
Karshi 1,Christian Community School,school,60037.94899869778,7521.986328125,18.574517631530085
Karshi 1,Schatz Park,park,60339.503737087995,7521.986328125,18.02275538853103
Karshi 1,H-Medix,supermarket,60102.62317578825,7521.986328125,18.454776093907114
Karshi 1,4U Supermarket,supermarket,60302.607615682384,7521.986328125,18.08937519065838
Karshi 1,Unity Fountain,park,60842.88735746338,7521.986328125,17.137975414704545
Karshi 1,Shagari Park,park,60842.88735746338,7521.986328125,17.137975414704545
Karshi 1,Discovery Mall,mall,60283.74133202845,7521.986328125,18.123535332619344
Karshi 1,public_building_217303273,public_building,61059.155959634016,7521.986328125,16.77131397502117
Karshi 1,Embassy of Spain,embassy,60909.00563595478,7521.986328125,17.025035851495424
Karshi 1,Embassy of Japan,embassy,60842.97469732109,7521.986328125,17.13782573252479
Karshi 1,mall_1087204142,mall,60898.8598529605,7521.986328125,17.042317848904645
Karshi 1,Apostolic Nunciature,embassy,61265.42526495379,7521.986328125,16.428916689146
Karshi 1,Federal Road Maintenance Agency (FERMA),public_building,60767.62239632128,7521.986328125,17.26745095744155
Karshi 1,park_12195280,park,60649.244759432164,7521.986328125,17.473073616410197
Karshi 1,Ambassade de Suisse,embassy,61137.21575624279,7521.986328125,16.640907078214433
Karshi 1,Nigeria National Merit Award,public_building,61316.27764519591,7521.986328125,16.34558380066816
Karshi 1,National Universities Commission,public_building,61316.27764519591,7521.986328125,16.34558380066816
Karshi 1,Chinese Economic Consulate,embassy,61585.27074733599,7521.986328125,15.911759812691285
Karshi 1,DIFF Hospital,hospital,61913.79084563412,7521.986328125,15.397519682653352
Karshi 1,Embassy of Iran,embassy,61247.29107166795,7521.986328125,16.458736233715264
Karshi 1,Embassy of Lebanon,embassy,61114.66545737213,7521.986328125,16.678475163681483
Karshi 1,Embassy of the Republic of Korea in Abuja,embassy,61657.50346096388,7521.986328125,15.797238959238182
Karshi 1,park_12195290,park,61051.83015257498,7521.986328125,16.783604817519283
Karshi 1,embassy_793899711,embassy,61731.40123213247,7521.986328125,15.680931157917374
Karshi 1,Druz Resort,park,61051.83015257498,7521.986328125,16.783604817519283
Karshi 1,Pyakasa Government Science Secondary School,school,61808.10814703546,7521.986328125,15.561107724548448
Karshi 1,FCT Farmers Market,market_place,61945.75953933135,7521.986328125,15.348374420956318
Karshi 1,FCT Farmers Market,market_place,61945.75953933135,7521.986328125,15.348374420956318
Karshi 1,Embassy of Venezuela,embassy,61945.75953933135,7521.986328125,15.348374420956318
Karshi 1,Maitama Amusement Park,park,61673.77098656571,7521.986328125,15.771561651293178
